Product,Pid,TotalComment,Net. (kg)
Nestle/雀巢 能恩金牌成长4/四段400g盒装 专柜正品奶粉 6盒包邮,36776675001,1,0.4
[送喷雾]诺优能白金版Nutrilon较大婴儿配方奶粉2段荷兰进口,36657385917,130,0
荷兰原装原罐进口Nutrilon诺优能婴儿配方奶粉3段,36620964160,0,0
澳洲直邮 Bellamys贝拉米1段有机奶粉婴儿奶粉 2罐包邮 保税发货,36768787873,3,0
雅培金装小安素幼儿配方粉 适合1岁以上挑食偏食 400g盒装草莓味,36748930654,2,0.4
friso美素佳儿 荷兰原装进口 婴儿配方奶粉 1段 900g,36773030676,4,0.9
【加拿大直邮】原装进口雀巢2段婴儿奶粉good start雀巢二段奶粉,36766392204,1,0
雅培 100%原装进口 菁智智护100幼儿配方奶粉3段 900g/桶,36737723292,0,0.9
法兰贝尔 金钻二段婴幼儿配方奶粉 900g*6罐 2段,36731533214,0,0.9
美素佳儿 荷兰原装进口 宝宝婴儿牛奶粉3段金装900g*6听 新装正品,36779482625,0,0.9
[送喷雾]诺优能白金版Nutrilon幼儿配方奶粉3段荷兰原装进口,36657601520,142,0
Hikid聪尔壮 呵护安宝素 较大婴儿配方奶粉2段 900g 2罐 品牌直发,36776287278,0,0.9
爱荷美（荷兰） 有机系列 800克 三段,36748784862,2,0.8
品店 特福芬阿尔高婴儿配方奶粉1（0-12月）600g,36767545926,0,0.6
Aubecca/欧贝嘉 金装GOLD 婴儿配方牛奶粉2段 400克盒装,36764931912,1,0.4
hosland/荷仕兰 配方 900g 二段,36778856289,2,0.9
明一金智婴配方奶粉3段1-3周岁婴幼儿牛奶粉三段900g,36780279958,0,0.9
Franber/法兰贝尔 益智三段婴幼儿奶粉 900g*6罐 新包装新配方,36731433803,1,0.9
Hikid聪尔壮 金装复合益生元益生菌 奶粉2段 900g 2罐装 品牌直发,36780241273,0,0.9
元旦特惠明一a尔法盾3段1-3周岁婴儿奶粉 幼儿牛奶粉三段400g盒装,36780535437,0,0.4
Hikid聪尔壮呵护安宝素 幼儿配方奶粉3段 900g 2罐装 品牌直发,36773354169,0,0.9
新西兰原装进口 安满满智2段奶粉900g*3 婴幼儿食品,36780250944,0,0.9
澳洲EMS直邮 Bellamys 贝拉米1段有机婴儿配方牛奶粉900g整箱6罐,36768715777,0,0.9
澳洲直邮惠氏新西兰版S26金装爱儿乐婴儿奶粉1段900g 2罐包邮,36778877774,4,0.9
Nestle/雀巢能恩3段900g克幼儿奶粉听装 900g*6听包邮 雀巢奶粉,35196044405,0,0.9
美国雅培Similac金盾1段奶粉658g*6罐 原装原罐进口婴儿配方奶粉,36429483096,85,0.658
Karicare可瑞康2段婴儿奶粉新西兰进口牛奶粉二段两罐配方奶粉,36777336238,3,0
诺优能白金版Nutrilon诺贝能婴儿配方奶粉1段荷兰原装进口四罐装,36657937408,7,0
【美国直邮】美国SIMILAC 雅培金盾奶粉一段/1段 658g*1罐,35926813076,0,0.658
2014年5月进口奶源雀巢奶粉力多精2段听900g,36776112108,2,0.9
2014年6月 进口奶源雀巢奶粉能恩1段听装900g克,36689331456,17,0.9
澳洲直邮 Bellamys贝拉米有机奶粉3段 1-3岁 2罐包邮 保税发货,36764834531,109,0
德国原装进口特福芬二段阿尔高婴儿奶粉2段600g克顺丰包邮,36484018941,1,0.6
元旦特惠 明一智婴优盾牛奶粉2段6-18个月 婴幼儿二段听装900g,36780447531,0,0.9
Wyeth/惠氏3段金装幼儿乐新配方婴儿奶粉900g*4 罐装,36774130835,22,0.9
澳洲直邮 Bellamys贝拉米2段有机婴儿奶粉900g 2罐包邮 保税发货,36780100944,2,0.9
明一正品真棒baby配方奶粉3段1-3周岁牛奶粉三段400g,36783521951,0,0.4
Wyeth/惠氏S-26金装爱儿乐1段婴儿配方奶粉900g听装,36748114829,0,0.9
雅培金装小安素全营养幼儿配方粉4段900克 3-7岁挑食宝宝 草莓味,36769281194,0,0.9
hosland/荷仕兰 配方 900g 三段,36769561480,7,0.9
[送喷雾] 诺优能白金版Nutrilon较大婴儿配方奶粉2段荷兰原装进口,36651548848,35,0
澳洲直邮惠氏新西兰版S26金装健儿乐婴儿奶粉二段900g 2罐包邮,36778941934,2,0.9
hosland/荷仕兰 配方 900g 一段,36769213139,0,0.9
【2件多省包邮】2014年4月进口奶源雀巢奶粉力多精3段听900g克,36766617399,6,0.9
明一天籁慧贝较大婴儿奶粉2段 二段牛奶粉900g听装,36780695051,0,0.9
明一真棒baby奶粉3段1-3周岁婴幼儿奶粉三段900g听装,36780435524,0,0.9
明一a尔法盾牛奶粉1段婴幼儿牛奶粉一段900g罐装听装,36783557847,0,0.9
Hikid聪尔壮 金装复合 较大婴儿配方奶粉2段 400g 品牌专供恩肯,36774896508,1,0.4
Hikid聪尔壮 金装安宝素 幼儿配方奶粉3段 900g 2罐装 品牌直发,36780073123,0,0.9
金智婴升级 明一智婴优盾3段婴儿牛奶粉 900g听装,36777246798,0,0.9
tenda恬爱 新西兰原装进口婴儿奶粉3段 幼儿宝宝不上火OPO牛奶粉,36656067860,10,0
Nestle/雀巢 能恩金牌成长4/四段 900g罐装 专柜正品奶粉 2听包邮,36427371542,0,0.9
明一正品金智婴奶粉1段0-12个月婴儿牛奶粉一段900g听装,36783613782,0,0.9
澳优美纳多优能丹麦原装进口婴儿奶粉1段整箱装 0-6个月 900gX6罐,36731043681,0,0.9
PINNACLE/沛沛澳 澳大利亚进口婴幼儿配方奶粉二段 5400g六罐组合,36764263616,0,5.4
商城正品 明一真棒baby奶粉1段 婴儿奶粉一段牛奶粉 400g盒装,36780407651,1,0.4
明一乳白a尔法奶粉1段0~6个月婴儿牛奶粉 一段正品罐装900g听装,36780591276,0,0.9
纽西阳光 新西兰原装进口 较大婴儿配方奶粉 2段二 买一送一,36689376199,1,0
明一金智婴奶粉1段婴儿奶粉一段400g盒装 0~12个月,36777150964,0,0.4
Morinaga/森永 婴儿配方奶粉2段 900g/罐 二段,36789388745,12,0.9
雅士利超级a金装1段婴儿配方奶粉900g罐装 一段听装 原装进口,36620820862,0,0.9
Wyeth/惠氏3段1200g 金装幼儿乐 三联包1-3岁婴幼儿奶粉 新配方,36661875294,3,1.2
【积分+防伪】 和氏北欧莎能金钻羊奶粉3段800克 *2罐 正品现货,36794183544,0,0.8
澳洲进口直邮可瑞康爱他美karicare aptamil一段1段婴儿奶粉2罐装,36779512061,57,0
Hikid聪尔壮 金装复合 幼儿配方奶粉3段 盒装400g 品牌专供恩肯,36759142737,2,0.4
WISSUN/明一 乳白·α尔法 900g 三段 1-3岁幼儿配方营养奶粉,36793720022,0,0.9
美国直邮 Enfamil美赞臣幼儿奶粉二/2段595g 9-18个月,36788237982,0,0.595
Wyeth/惠氏3段900g 金装幼儿乐（新配方）,36661679760,1,0.9
Synutra/圣元优博1段900克*2罐（1800g）婴儿配方奶粉 双罐装,36804991969,0,0.9
Topfer/特福芬阿尔高配方奶粉2段3盒箱装,36759866027,41,0
雀巢瑞铂能恩二2段800g/听 适度水解 预防过敏 专柜正品 2听包邮,36422897377,0,0.8
包邮 雀巢奶粉 雀巢能恩2段900g克婴幼儿配方听装奶粉 900g*6听,35194715171,6,0.9
明一较大婴幼儿奶粉 WISSUN/明一 金智婴牛奶粉 二段 400g 盒装,36793704076,0,0.4
美素佳儿 荷兰原装进口 宝宝婴儿牛奶粉3段金装900g 正品金装,36793964937,2,0.9
法兰贝尔奶粉 金钻二段 200g小听粉 39.9包邮,36775759211,1,0.2
Yashily 雅士利新配方3段700g婴幼儿配方奶粉 整箱包邮,36727688646,2,0.7
美素佳儿 荷兰原装进口 宝宝婴儿牛奶粉3段金装900g*2听 金装正品,36779726162,325,0.9
惠氏 S-26金装幼儿乐配方奶粉3段1200g 三联装,36765420777,0,1.2
澳优美纳多益智100%进口奶源婴儿奶粉1段 0-6个月 1200g/盒,36660006522,0,1.2
明一真棒baby婴儿奶粉1段 婴儿奶粉一段牛奶粉 900g,36793652222,0,0.9
美素佳儿 荷兰原装进口 宝宝婴儿牛奶粉2段金装900g*2听 新装正品,36795784205,21,0.9
美国雅培similac金盾2段奶粉624g*6罐 原装原罐进口婴儿配方奶粉,36429849326,0,0.624
PINNACLE/沛沛澳 澳大利亚进口婴幼儿配方奶粉二段 1800g两罐组合,36765697580,0,1.8
澳洲EMS直邮 新西兰原装进口惠氏S26金装2段健儿乐奶粉 整箱6罐,36788460822,0,0
【拍下立减15】贝因美冠军宝贝4段1000克*2罐幼童配方奶粉 双罐装,36798893508,23,1
雀巢奶粉 能恩金盾3|三段 婴幼儿奶粉900g/听 专柜正品 2听包邮,19630587597,1,0.9
澳洲直邮新西兰惠氏婴儿奶粉金装S26三段3段幼儿乐900g 2罐包邮,36772622881,139,0.9
Wyeth/惠氏3段金装幼儿乐1200g三联包1-3岁婴幼儿奶粉 3-6月产,22039487948,39,1.2
明一a尔法盾2段婴幼儿牛奶粉二段400g盒装 适用6~12月,36793640237,0,0.4
品店 特福芬阿尔高幼儿配方奶粉3（12-36月）600g,36761770369,0,0.6
诺优能白金版Nutrilon诺贝能婴儿配方奶粉1段荷兰原装进口双罐装,36656131473,28,0
雅培金装小安素幼儿配方粉4段400g*2适合3-7岁适合偏食挑食 草莓,36779798661,0,0.4
Bellamy’s/贝拉米 澳大利亚 有机幼儿配方奶粉3段 900g 有机奶粉,36727668487,1,0.9
【拍下立减20】贝因美冠军宝贝2段1000克*2罐宝宝配方奶粉 双灌装,36798589076,18,1
澳洲EMS直邮 新西兰S26惠氏3段幼儿乐婴幼儿牛奶粉900g 整箱6罐,36788636539,0,0.9
【官方授权】明一金智婴3段1-3周岁幼儿牛奶粉三段400g*3联包,36783917346,0,0.4
Nestle/雀巢能恩1段400g克婴儿配方奶粉400g*12盒 婴儿奶粉正品,35194658432,0,0.4
新品上市 益益乳业 臻爱金贵族3段幼儿成长配方奶粉1-3岁听装900g,36656327070,1,0.9
明一a尔法盾牛奶粉1段正品一段400g 单盒装 0~6个月婴幼儿适用,36793640223,0,0.4
WISSUN/明一金智婴较大婴儿奶粉2段 奶粉二段4800g,36783953238,0,4.8
雅培 喜康力 2段 奶粉 6-18个月 900g 罐装,18637190792,0,0.9
【美国直邮】Enfamil美国美赞臣一段/1段金樽奶粉765g*2罐 进口,35926731468,4,0.765
澳洲EMS直邮新西兰惠氏S26金装1段爱儿乐婴儿进口奶粉整箱6罐包邮,36788768253,0,0
Yashily雅士利新配方奶粉700g1段奶粉 援权婴儿奶粉正品,36727572822,0,0.7
雀巢奶粉 能恩金盾3|三段 婴幼儿奶粉900g/听 专柜正品 2听包邮,36427417938,0,0.9
贝因美冠军宝贝1段1000克*2（双罐装2000g）0-6个月婴儿配方奶粉,36808348886,4,1
惠氏S-26金装幼儿乐幼儿3段八联包3200G 1-3岁婴幼儿奶粉,36828150202,0,3.2
Frisfarm美素方牧婴儿配方奶粉1段二罐2*900g荷兰原装进口奶粉,36788820617,1,0.9
Synutra/圣元 金爱+1段900克0-6个月婴儿配方奶粉,36816442365,32,0.9
Nestle/雀巢能恩1段900g克听装奶粉 900g*6听 0-6个月食用,35194499858,17,0.9
雅士利能慧金装1段婴儿配方奶粉900g罐装 奶粉1段,36620800789,0,0.9
SanCor/善可 多力乐 多力乐一段800g两盒组合 一段,36829667356,2,0.8
NEUFIT纽菲特 贝多灵3段 幼儿配方奶三段800g/听装 3段,36827980563,0,0.8
SanCor善可原装进口婴幼儿牛奶粉多力乐2段盒装800G*2盒,36829651144,0,0.8
美赞臣 安儿宝3段1200g三联包幼儿配方奶粉 13年11月 进口包邮,19624104606,1,1.2
Hikid聪尔壮金装复合益生元益生菌 奶粉3段900gx2听装 品牌直发,36790412364,0,0.9
雀巢 能恩奶粉 1/一段 400g 盒装婴幼儿奶粉 进口奶源,36438158013,0,0.4
【皇家贝贝】婴幼儿羊奶粉3段金贝美多有机宝宝1-3岁三段400g罐装,36816268241,0,0.4
NEUFIT/纽菲特 贝多灵1段婴儿配方奶 400g盒装 一段 1盒,36852434575,0,0.4
新西兰奶粉 原装进口 安满满睿3段幼儿奶粉900g*3,36787085787,0,0.9
Nestle/雀巢能恩金盾1段初生婴儿配方奶粉900g,36856448861,1,0.9
【2罐包邮】贝因美普爱加2段1000克A+6-12个月婴儿配方奶粉,36808016673,1,1
【周期购】多美滋优阶3段12-36个月幼儿配方奶粉900g*4罐三段,35194130047,0,0.9
DutchCow荷兰乳牛 荷兰原装进口 奶粉2段900g婴幼儿奶粉正品,36852086588,0,0.9
DutchCow荷兰乳牛 荷兰原装进口 奶粉3段900g 婴幼儿牛奶粉,36856631110,1,0.9
惠氏S-26金装学儿乐学龄前4段1200G盒装3联包 3-7岁宝宝配方奶粉,36844748593,0,1.2
雀巢能恩奶粉 3/三段 400g 盒装婴幼儿奶粉 进口奶源 6盒包邮,36440230790,0,0.4
贝因美金装爱加+3段900克*2罐12-36个月幼儿配方奶粉【双罐装】,36809456133,7,0.9
Nestle/雀巢奶粉 超级能恩 800g3段德国进口奶粉超级能恩三段包邮,36855596946,17,0.8
SanCor/善可 多力维 多力维一段800g两罐组合 一段,36826626188,3,0.8
贝因美金装爱+3段1000克*2（双灌装2000g)12-36个月幼儿配方奶粉,36849381164,38,1
Nestle/雀巢能恩3段 900g幼儿罐装奶粉正品 奶粉 900g正品,36856980392,10,0.9
Nestle/雀巢 超级能恩 促销德国原装进口婴儿奶粉 二段 800g,36845973295,0,0.8
Synutra/圣元优博1段400克*4盒套装1600克婴儿配方奶粉,36807449965,1,0.4
Nestle/雀巢 超级能恩 1/一段 800g,36843263855,0,0.8
圣元优博爱系列2段900克较大婴儿配方奶,36352027319,0,0.9
法兰贝尔奶粉 金钻三段 200g小听粉 39.9包邮,36823410941,0,0.2
Nestle/雀巢力多精3段婴儿奶粉400克盒 改善肠道 不上火,36440241855,0,0.4
【周期购】多美滋优阶3段12-36个月幼儿配方奶粉400g*4盒三段,35194086023,0,0.4
Wyeth惠氏启赋3段900g 较大婴儿配方牛奶粉1-3岁 原装进口,22039691667,24,0.9
关山金装幼儿配方羊奶粉三段900g听装14年4月拍下满就送天猫正品,36881087221,0,0.9
SanCor善可阿根廷进口婴儿牛奶粉多力维3段800g*2盒,36817248446,1,0.8
Nestle/雀巢 能恩2/二段 400g盒装 雀巢奶粉 专柜正品 6盒包邮,36440867188,0,0.4
NEUFIT/纽菲特 贝多灵婴幼儿奶粉 400g盒装 二段 1盒,36857151442,0,0.4
圣元金爱+3段900克12-36个月幼儿配方奶粉,36860242467,19,0.9
NEUFIT纽菲特 贝多灵四段 儿童配方奶800g/听装 4段,36817215182,0,0.8
【周期购】荷兰乳牛原装进口营养易吸收婴幼儿奶粉3段900g*6罐,35191188380,0,0.9
澳洲直邮 Bellamy’s贝拉米有机婴儿奶粉2二段 6-12个月宝宝,36886795773,0,0
NEUFIT/纽菲特 丽多灵3段较大幼儿奶粉 800g听装 三段,36860045481,0,0.8
澳洲直邮新西兰可瑞康karicare Aptamil爱他美金装2二段宝宝奶粉,36882634307,0,0
Synutra/圣元优博2段900克*2听套装1800克较大婴儿配方奶粉,36802038290,16,0.9
美素佳儿 荷兰原装进口 宝宝婴儿牛奶粉4段金装900g 正品配方奶粉,36909683405,6,0.9
澳洲直邮 Bellamy’s贝拉米有机婴儿奶粉3三段 1-3岁宝宝,36890333854,0,0
飞鹤飞帆较大婴儿配方奶粉1000g克三3段奶粉听装飞鹤飞帆奶粉听装,36920145343,1,1
【缤纷假期】多能宝贝超金装幼儿配方牛奶粉/三段 900g,36886347798,2,0.9
【买5送1】澳优能力多婴儿奶粉1段800g厅装 澳优一段奶粉,36901668441,0,0.8
澳洲直邮新西兰可瑞康karicare Aptamil爱他美金装3三段宝宝奶粉,36890037009,0,0
Synutra/圣元优博2段400克*4盒套装1600克较大婴儿配方奶粉,36817656320,3,0.4
美赞臣 安儿健A+儿童配方奶粉4段 400g*3袋 1200g 适用于3岁以上,36877627916,0,0.4
伊利奶粉金装步步益1段0-12个月400克盒装,19633596846,0,0.4
【澳大利亚奶粉】澳优金装A选婴儿奶粉1段800gX2罐 新生儿奶粉,36912950629,0,0.8
澳大利亚奶粉 澳优金装爱优奶粉1段900gX2罐 新生儿奶 进口正品,36913326183,4,0.9
【买4送1】美赞臣奶粉3段婴幼儿牛奶奶粉680g美国本土原装进口,36900740922,10,0.68
2罐立减 澳优金装优选2段婴儿奶粉900gX2罐 澳大利亚奶粉正品,36920741701,3,0.9
美赞臣 安婴儿A+婴儿配方奶粉1段400克听装 宝宝婴幼儿奶粉特惠,36880965187,0,0.4
飞鹤飞帆奶粉二段较大婴儿配方奶粉400g克盒装飞帆 2段奶粉盒装,36858789319,0,0.4
澳洲直邮 新西兰karicare Aptamil爱他美二段 婴儿牛奶粉2段 900g,36352008617,1,0.9
【缤纷假期】多能宝贝超金装较大婴儿配方牛奶粉/二段900g,36829751865,2,0.9
【周期购】荷兰乳牛原装原罐进口营养易吸收幼儿奶粉2段900g*6罐,35191152215,0,0.9
14年2月德国进口 雀巢超级能恩1段800g克/听防敏奶粉,36906640565,41,0.8
拍下有减 14年新货 澳优金装优选婴儿奶粉3段900gX2罐 进口正品,36917675084,5,0.9
2罐减 澳优金装A选婴儿奶粉2段800gX2罐 澳大利亚奶粉 官方正品,36920665316,3,0.8
【拍下立减20】圣元优博3段900克*2罐装1800g 1-3岁幼儿配方奶粉,36805403573,7,0.9
澳洲直邮新西兰可瑞康karicare Aptamil爱他美宝宝奶粉3段 6罐装,36921863426,5,0
最新日期 Wyeth/惠氏启赋1段900g*2罐 婴幼儿配方牛奶粉0-12月,36935468984,5,0.9
飞鹤超级飞帆2段婴儿配方奶粉900g克 听装 超级飞帆二段奶粉,36858649363,1,0.9
2罐减 澳大利亚奶粉 澳优金装A选婴儿奶粉3段800gX2罐 澳优正品,36920569694,2,0.8
Wyeth/惠氏 英国版惠氏奶粉 900g 三段,36891448662,0,0.9
乐友孕婴童惠氏奶粉s26新金装膳儿加婴儿牛奶粉400g*3盒宝宝奶粉,36947070386,24,0.4
贝因美金装2段500克*4袋2000g套装6-12个月较大婴儿配方奶粉,36947374042,5,0.5
澳佑宝 澳大利亚原装原罐进口400g/罐 奶粉1段 婴儿配方 新生儿,36941470312,1,0.4
DutchCow荷兰乳牛 原装进口奶粉1段 新生儿婴儿奶粉正品900g,36858557918,1,0.9
82折包邮正品 Nestle/雀巢能恩3段400g克幼儿奶粉盒装 400g*12盒,35195726647,13,0.4
两瓶送痱子粉 伊利金领冠奶粉二段900g 金领冠二段900g,26392840004,3,0.9
飞鹤飞帆婴儿配方奶粉900g克1一段奶粉飞鹤奶粉飞鹤飞帆1一段奶粉,36910529791,2,0.9
澳洲直邮新西兰可瑞康karicare Aptamil爱他美宝宝奶粉1段 6罐装,36937060274,0,0
乐友孕婴童雅培金装亲护1段0-12月360g/听,36950515437,0,0.36
最新日期 惠氏启赋原装进口2段较大婴儿6-18个月配方奶粉900g,36874554119,0,0.9
正品包邮Similac雅培一段1段0~12个月 金盾婴幼儿进口牛奶粉964g,36887843054,0,0.964
Aubecca/欧贝嘉 超金装 婴儿配方牛奶粉3段 900G听装,36963523157,0,0.9
贝因美金装3段500克*4袋2000g套装1-3岁幼儿配方奶粉,36954777749,5,0.5
惠氏s-26金装爱儿乐婴儿配方奶粉1段 400g罐装 0-12月新生儿奶粉,36834329321,8,0.4
【缤纷假期】多能宝贝超金装配方牛奶粉900g*6听 5400,36930566595,1,0.9
澳洲直邮新西兰可瑞康karicare Aptamil爱他美宝宝奶粉2段 6罐装,36921855352,1,0
贝欧莱 有机奶粉 美国原装进口婴幼儿牛奶粉2段360g罐装 正品包邮,36941370023,3,0.36
乐友孕婴童 惠氏新金装膳儿加OF听900g,36947002842,4,0.9
飞鹤飞帆较大婴儿配方奶粉900g克二2段奶粉听装飞鹤飞帆奶粉听装,36910785343,1,0.9
圣元优博3段400克 幼儿配方奶粉 58种营养素,36350983602,1,0.4
厂家直发 明一a尔法盾婴幼儿奶粉3段1200g 特价,36954694381,0,1.2
美素佳儿 荷兰原装进口 新生儿/宝宝/婴儿牛奶粉1段金装400g 正品,36866281623,7,0.4
德国喜宝Hipp低乳糖益生元有机幼儿奶粉 4段/1+ 500g 德国版直邮,36915582633,0,0.5
贝因美冠军宝贝2段405克*4盒1620g套装6-18个月较大婴儿配方奶粉,36907924874,3,0.405
2014年2月 进口奶源雀巢奶粉力多精1段听900g/克,36901284864,16,0.9
美国直邮Enfamil美赞臣美版三段3段进口奶粉香草口味680g正品包邮,36891669086,2,0.68
Aubecca/欧贝嘉 超金装 婴儿配方牛奶粉2段 900G听装,36962255603,2,0.9
澳洲直邮新西兰HEINZ亨氏金装Nurture加强婴儿配方牛奶粉1段一段,36951880892,1,0
贝因美 爱加+ 较大婴儿配方奶粉2段二段1000g 官方正品 进口奶源,36945186210,1,1
最新日期 Wyeth/惠氏启赋原装进口2段较大婴儿配方奶粉900g*2罐,36936076419,1,0.9
美赞臣安婴儿A+婴幼儿配方牛奶粉1段奶粉900g 0-12月宝宝奶粉,36874394317,1,0.9
[环球闪购]德国爱他美1+段1-3岁600g 美乐宝婴幼儿牛奶粉原装,36964727060,128,0.6
金装friso美素佳儿荷兰原装进口幼儿配方奶粉3段900g2 美素3段900,36968245057,352,0.9
最新日期 Wyeth/惠氏启赋1段900g婴幼儿配方牛奶粉0-12月,36891572537,22,0.9
欧比佳幼儿配方奶粉3段800g 新生儿奶粉 荷兰进口婴儿奶粉三段,36962165515,1,0.8
澳洲直邮 Bellamy’s贝拉米有机婴儿奶粉1一段 0-6个月宝宝,36882702975,0,0
贝因美金装爱+2段900g*【2听套装1800克】6-12个月婴儿配方奶粉,36968448717,1,0.9
澳洲直邮新西兰HEINZ亨氏金装Nurture金装婴儿配方牛奶粉2段二段,36936963702,0,0
澳佑宝 澳大利亚原装原罐进口900g/罐 奶粉1段 婴儿配方 新生儿,36976344056,8,0.9
NURIZ/纽利兹 金装幼儿配方奶粉3段1-3岁 新西兰原装进口三段,36872270931,0,0
Synutra/圣元优博3段400克*4盒套装1600克幼儿配方奶粉,36818216149,3,0.4
欧比佳欧健婴儿配方奶粉1段800g 荷兰原装进口新生儿奶粉一段,36967009014,4,0.8
澳佑宝 澳大利亚原装进口400g/罐 奶粉3段 婴儿配方 不上火不便秘,36975828903,8,0.4
13年9月 BEINGMATE/贝因美 金爱+婴儿配方奶粉2段1000克 BYM6110,36883459761,0,1
澳洲直邮新西兰可瑞康karicare Aptamil爱他美宝宝奶粉4段 6罐装,36922067440,2,0
贝因美金装爱+2段1000克*2【双灌装2000g】6-12个月婴儿配方奶粉,36952199401,34,1
Holle/凯莉泓乐3段瑞士原装正品有机婴幼儿奶粉10-12个月【清仓】,36961886946,2,0
圣元金爱+2段900克6-12个月较大婴儿配方奶粉,36864387389,30,0.9
贝欧莱有机奶粉美国原装 进口奶粉 婴儿 有机配方奶粉3段900g/罐,36945487743,4,0.9
美国直邮 Similac雅培 进口有机奶粉一段1段 658g 原装正品,36977257740,0,0.658
14年6月进口奶源雀巢奶粉能恩2段罐装900g克,36975603492,8,0.9
明一真棒baby较大婴儿奶粉2段 二段 400g盒装 6~12个,36793312947,0,0.4
金装Friso美素佳儿2段奶粉较大婴儿配方奶粉900g2听荷兰原装进口,36980616342,19,0.9
[环球闪购]德国爱他美2段6-10个月800g 美乐宝婴幼儿牛奶粉原装,36964343216,118,0.8
德国原装喜宝Hipp Gute-Nacht! 晚餐奶粉 10个月 500g,36915742032,1,0.5
原装原罐进口 雅培亲护奶粉 1段 0-12个月 易消化 小分子蛋白,36971926166,23,0
飞鹤星飞帆1段听装 700g克 一段奶粉婴儿配方奶粉星飞帆1段0-3月,36869380282,0,0.7
Nestle/雀巢奶粉 超级能恩3段 800g*4 官方正品,36984529022,2,0.8
乐友孕婴童雅培2段900g菁智智护100较大婴儿配方牛奶粉6-18个月,36952927002,0,0.9
【满200减20】伊利金领冠4段3-7岁儿童配方奶粉400g,36978479258,58,0.4
[环球闪购]德国爱他美2+段2-7岁600g 美乐宝婴幼儿牛奶粉原装,36960814438,32,0.6
【满200减20】伊利金领冠4段3-7岁儿童配方奶粉900g 14年3月,36982437304,13,0.9
买二送一 澳优奶粉 澳优美纳多1200g盒装 美纳多奶粉 超值促销,26407188771,6,1.2
【天猫超市】惠氏启赋一段婴儿配方奶粉900g 0到12各月婴儿适用,36993619272,1,0.9
澳洲直邮新西兰可瑞康karicare Aptamil爱他美金装1一段宝宝奶粉,36883445492,2,0
美国直邮Similac雅培二段2段金盾婴幼儿进口牛奶粉 624g原装正品,36890521719,0,0.624
澳佑宝 澳大利亚原装原罐进口400g/罐 奶粉2段 婴儿配方,36964956441,1,0.4
欧比佳欧健幼儿配方奶粉3段400g 荷兰原装原罐进口奶粉三段,36974742062,0,0.4
贝因美冠军宝贝3段405克*4盒套装1620g1-3岁幼儿配方奶粉 新包装,36893243320,6,0.405
欧比佳欧健婴儿配方奶粉1段400g荷兰原装原罐进口新生儿奶粉一段,36981497364,14,0.4
Ausnutria/澳优100%原装进口有机能力多婴儿奶粉 1段800g 2罐装,37016507636,0,0.8
最新日期 惠氏启赋幼儿配方奶粉3段 900g 欧洲原装进口奶粉（1-3,36882650816,41,0.9
美国直邮 Enfamil美赞臣金樽婴幼儿奶粉三段香草味680g 3罐包邮,37015230906,0,0.68
欧比佳较大婴儿配方奶粉2段800g荷兰原装进口奶粉二段,36945718341,2,0.8
贝欧莱 有机奶粉 美国原装进口婴幼儿牛奶粉3段360g罐装 正品包邮,36973647559,1,0.36
[环球闪购]德国爱他美1段0-6个月800g 美乐宝婴幼儿牛奶粉原装,36980292621,130,0.8
日本直邮 Wakodo日本和光堂原装进口本土2段婴儿奶粉正品850g,36976410063,0,0.85
Holle/凯莉泓乐1段瑞士原装正品有机婴幼儿奶粉0-6个月【清仓】,36981652926,5,0
【天猫超市】新加坡进口 惠氏s26金装膳儿加GB升级配方 900g,36998081282,0,0.9
善可奶粉 多力乐2段奶粉 6-12个月800g盒装 婴幼儿配方奶粉,37015187913,0,0.8
圣元优博1段400克0-12个月 婴儿配方奶粉 58种营养素,36351055232,4,0.4
官方授权惠氏金装S-26奶粉3段1-3岁宝宝新配方幼儿乐900g两罐包邮,37024590649,6,0.9
白金版诺优能Nutrilon 诺贝能婴儿配方奶粉1段 荷兰原装进口牛栏,37026506590,16,0
德国原装进口婴幼儿奶粉 雀巢超级能恩1段 800g克X1罐防敏奶粉,36978348929,127,0.8
善可奶粉 多力乐3段奶粉 1-3岁800g盒装 婴幼儿配方奶粉,37019081374,0,0.8
欧比佳欧健较大婴儿配方奶粉2段400g 荷兰原装原罐进口奶粉二段,36977863651,23,0.4
tenda恬爱 新西兰原装进口婴儿牛奶粉1段 新生儿不上火OPO奶粉,36889899844,2,0
最新日期 Wyeth/惠氏启赋3段900g*2罐 婴幼儿配方奶粉1-3岁,36924281839,2,0.9
商城正品德国特福芬阿尔高婴儿配方奶粉3段600克非有机满就送电摩,37026626827,14,0.6
澳洲直邮 Bellamys 贝拉米有机婴幼儿牛奶粉一段1段900g两罐包邮,37014346230,1,0.9
美赞臣安婴儿A+婴幼儿配方牛奶粉3段900g罐装 1-2岁宝宝奶粉,36889988805,0,0.9
Nestle/雀巢力多精1段900g克婴儿奶粉正品 听装 900g*6听组合,35195535361,0,0.9
三元 喜能宝3段 幼儿配方奶粉 638g/罐 全新系列 火热上市,37032688960,3,0.638
【天猫超市】Wyeth/惠氏金装学儿乐900g罐装Marigold 配方奶粉,36993399776,0,0.9
美赞臣 安儿宝A+婴幼儿配方奶粉三段1200g盒装 婴儿奶粉 牛奶粉,36888552899,115,1.2
美国直邮 Enfamil美赞臣金樽婴幼儿美版奶粉三段原味680g 2罐包邮,37022285021,1,0.68
