Product,Pid,TotalSale,TotalComment,TotalRevenue,Net. (kg)
Ausnutria/澳优正品 金装优选 健优婴儿奶粉二段800gX12罐整箱装,18592166641,0,0,0,0.8
贝因美 冠军宝贝 宝宝成长配方奶粉2段908g*2罐装 官方旗舰店,18532954782,2,0,718,0.908
MeadJohnson 美赞臣 安儿健儿童配方奶粉A+四段 400g/盒（新）,18493126407,0,0,0,0.4
为为网 惠氏金装膳儿加GB升级配方900g,18158625180,0,0,0,0.9
纽瑞滋金装婴儿配方奶粉一段 1段300g,18603679532,0,0,0,0.3
Nutrilon诺优能婴儿配方奶粉3段 整箱 正品荷兰牛栏 原装进口奶粉,17757393525,1,1,1200,0
Ausnutria/澳优正品100%原装进口能力多有机婴儿奶粉一段800gX2罐,18455025193,0,0,0,0.8
爱尔兰原装原罐进口奶粉Wyeth/惠氏启赋2二段奶粉900g特惠立减,18597503472,0,0,0,0.9
买6送车 君宝康较大婴儿配方奶粉2段新西兰进口铁强化牛乳粉,18545486780,22,3,5736,0
SanCor/善可 多力维 800g 一段,18681417498,26,12,6708,0.8
厂家正品授权 400克伊利金领冠3段 2014年5月最新包装+公司积分码,18694209483,134,13,6968,0.4
Nutrilon诺优能2段婴儿奶粉荷兰原装4听装,18691038348,680,260,452318.9,0
飞鹤 超级飞帆 1段900g罐装婴儿配方奶粉罐装正品,16465286753,36,6,8964,0.9
SanCor/善可 多力维 800g 二段,18667518692,103,25,16804,0.8
【买二赠一】全场包邮龙丹奶粉 慧婴宝幼儿配方奶粉 3段 听 900g,14143467264,5,2,1339.95,0.9
Ausnutria/澳优正品 金装优选幼优婴儿奶粉三段800gX12罐整箱装,18607145758,0,0,0,0.8
14年3月贝因美1段 冠军宝贝 0-6个月婴儿奶粉405g 一段,18537301587,65,26,4147,0.405
美素佳儿金装幼儿配方奶粉3段900g 2罐包邮 荷兰原装进口,18697685920,24,10,8232,0.9
【美赞臣官方旗舰店】1段 400g罐装安婴儿A+婴幼儿配方奶粉1段,18708461190,218,114,25833,0.4
Karicare可瑞康新1段西兰原罐进口金装婴幼儿配方奶粉一段一罐,18177826014,0,0,0,0
特价金装美素佳儿2段婴儿奶粉 荷兰原装进口宝宝奶粉900g包邮,18458983110,10,1,2090,0.9
【Yabais雅贝氏】澳洲进口奶源/金装孕产妇奶粉 980g/听怀孕哺乳,16942263466,0,1,0,0.98
【澳大利亚进口奶粉】澳优金装爱优婴儿奶粉1段800g 澳优奶粉1段,18561501649,0,0,0,0.8
SanCor/善可 多力维 400g 一段,18682841892,7,2,931,0.4
美赞臣1段奶粉900g 安婴儿A+婴幼儿配方牛奶粉0-12月 一段900克,18762430968,62,18,14165,0.9
DutchCow荷兰乳牛原装进口婴幼儿奶粉2段900gx4罐不上火促成长,18703646770,1,2,956,0.9
雅培金装亲护乳蛋白部分水解配方奶粉2段820g 6-18月,18567883004,0,0,0,0.82
正品美赞臣安儿健A+4段1200克盒装三联装,18745761108,17,2,3000,1.2
施恩金装幼儿配方奶粉（3阶段）1~3周岁幼儿 400克盒装,18656087770,0,0,0,0.4
【Yabais雅贝氏】澳洲进口奶源IQ婴幼儿配方奶粉1段整箱900g*6罐,18759431223,3,0,2304,0.9
施恩金装较大婴儿配方奶粉（2阶段） 6~12个月婴儿 400克盒装,18655631101,0,0,0,0.4
明一金智婴3段1-3周岁婴儿奶粉 婴儿三段牛奶粉400g盒装满300包邮,18435922365,6,1,405,0.4
Yabais雅贝氏澳洲原装进口奶粉 超金装婴幼儿奶粉3段6罐组合装,18756415583,12,12,9288,0
【2听特惠】澳优正品澳优金装优选配方婴儿奶粉3段800g澳优奶粉,18762484812,0,0,0,0.8
厂家正品授权 900克伊利金领冠1段 2014年5月份最新包装原箱货,18699681118,37,8,5994,0.9
Dumex/多美滋 多乐加 400g 一段,18559749259,60,6,2370,0.4
【澳大利亚奶粉】澳优金装A选 婴儿奶粉1段800g 新生儿奶粉,18713166960,0,0,0,0.8
Ausnutria/澳优正品100%原装进口能力多有机婴儿奶粉三段800gX2罐,18458133458,0,0,0,0.8
【澳大利亚原装进口】澳优能力多婴儿奶粉1段 澳优奶粉 正品特惠,18543150413,40,5,14317,0
贝因美奶粉 贝因美金美正装900g一段 0-6个月,18743519078,0,0,0,0.9
美捷诚婴幼儿有机配方奶粉1段(0-6月)900g*2罐 美国原装原罐进口,18797751618,7,5,6972,0.9
美捷诚婴幼儿有机配方奶粉2段(6-18月)900g*6罐 美国原装原罐进口,18798199931,4,4,5258,0.9
买一送一罐150g】飞鹤 超级飞帆2段900g听装婴儿配方奶粉正品,16465442070,30,7,7260,0.15
美赞臣1段 奶粉400g安婴儿A+婴幼儿配方牛奶粉,18802209680,2,0,190,0.4
美赞臣2段 奶粉400g安婴宝A+婴儿牛奶粉 6-12个月,18802257974,1,1,85,0.4
【美赞臣官方旗舰店】2段 奶粉400g安婴宝A+婴儿牛奶粉 6-12个月,18674373817,40,30,3800,0.4
GoldRoo/歌德乳 较大婴儿配方奶粉2段6-12月 澳洲进口原罐900克,18804732057,16,26,834,0.9
正品雅培智护幼儿奶粉喜康力1-3岁丹麦原装进口3段400g,18556203393,3,0,237,0.4
中粮我买网 MeadJohnson/美赞臣4段安儿健A+盒装奶粉400g(3-6岁),18723784873,0,0,0,0.4
GoldRoo/歌德乳 婴儿配方奶粉 1段0-6月 澳洲进口原装 900*2罐,18805172169,0,0,0,0
澳优美纳多博护100%进口奶源婴儿奶粉3段 1-3岁 800gX2罐,18820489320,0,0,0,0.8
【官方商城】雅贝氏澳洲进口奶源美育乐奶粉2段/整箱900g*6罐,18793519351,2,1,0,0.9
GoldRoo/歌德乳 较大婴儿配方奶粉 2段 澳洲进口原装原罐900*3,18805780277,0,0,0,0
澳优美纳多优能丹麦原装进口婴儿奶粉1段 0-6个月 900gX2罐,18818366073,0,0,0,0.9
[送赠品]Nutrilon诺优能牛栏3段幼儿奶粉2听装 荷兰原产原装进口,18535573277,382,172,152767.899999999,0
【美赞臣官方旗舰店】2段 1200g安婴宝A+婴儿奶粉2段 6-12个月,18674445915,129,40,35410.5,1.2
英博牛奶粉正品 幼儿奶粉3段名扬天下800g罐装1-3岁,18820217187,0,0,0,0.8
整箱送豪礼】飞鹤星飞帆3段700g克 5星优护婴儿奶粉 100%正品,18777258414,78,20,17862,0.7
全新包装 雅培 菁智 有机奶粉 3段 1-3岁幼儿 900g罐装 原装进口,18653773106,0,0,0,0.9
美赞臣安儿宝A+幼儿配方奶粉900g*2桶 3/三段,17751880715,0,0,0,0.9
欧比佳欧健奶粉 荷兰原装进口婴儿配方奶粉1段罐装800克,18769107047,6,2,1668,0.8
英博牛奶粉 婴幼儿牛奶粉 名扬天下800g2段 6-12个月,18820105782,0,0,0,0.8
雅培 金装亲护 婴儿配方奶粉 1段 820g 听装 原装进口,18653785951,0,0,0,0.82
美素佳儿 1~3岁金装婴幼儿奶粉 3段 900g原装进口 2罐装,18542662009,3,2,1098.3,0.9
【买就減】 纽瑞滋 金装较大婴儿配方奶粉 2段1000g,17163953381,2,1,550,1
澳优美纳多优能丹麦原装进口婴儿奶粉3段 1-3岁 900gX2罐,18818546390,2,1,1312,0.9
Wyeth/惠氏启赋学龄前3-7岁儿童4段配方奶粉900g听装,18841963006,0,0,0,0.9
惠氏奶粉 3段 金装幼儿乐900g罐装配方奶粉 12-36个月宝宝奶粉,18767686927,518,92,102564,0.9
美赞臣安婴宝A+婴幼儿奶粉900g罐装 2段(6-18个月) 新包装,18823360643,0,0,0,0.9
美捷诚婴幼儿有机配方奶粉3段(1-3岁)900g*单罐 美国原装原罐进口,18797459515,56,60,23627,0.9
美赞臣奶粉 1段安婴儿A+ 1200g盒装2盒 进口奶源,18841955164,0,0,0,1.2
美赞臣奶粉 美赞臣1段安婴儿A+ 400g盒 进口奶源,17751827861,0,0,0,0.4
厂家正品授权 公司防伪码 900G金装太子乐金100二段 限购二听,18430960668,10,2,1350,0.9
美赞臣安儿宝A+婴幼儿奶粉900g罐装 3段(1-3岁),18823472414,0,0,0,0.9
全新包装 雅培 菁智 有机奶粉 2段 6-18个月 900g罐装 原装进口,18652893435,0,0,0,0.9
【天猫正品】Nestle/雀巢力多精3段900g克幼儿奶粉听装 2听包邮,18853946367,0,0,0,0.9
【买一送一】澳优能力多3段婴儿幼儿童奶粉 澳大利亚原装进口三段,18836624737,21,2,7515.9,0
4盒送小厅】飞鹤奶粉 超级飞帆3段400g克 婴幼儿配方奶粉盒装,18791009135,5,0,400,0.4
雅贝氏澳洲进口奶源IQ200婴幼儿牛奶粉 3段三阶段900g 14年8月产,18919381443,31,13,2184,0.9
美赞臣安婴宝A+较大婴儿配方奶粉2/二段1200克*2盒,17754280312,2,3,1051,1.2
澳优美纳多优能丹麦原装进口婴儿奶粉2段6-12个月900gX2罐,18832029082,0,0,0,0.9
Karicare可瑞康/可瑞佳 金装婴儿奶粉1段900g 新西兰正品进口奶粉,18888409148,0,0,0,0.9
明一 智婴金盾6-18个月 较大婴儿配方2段 900克 听装 最新日期,18719853473,26,10,3528,0.9
贝因美 金装爱加+ 较大婴儿配方奶粉2段900g*2罐 进口奶源 正品,18935425884,2,2,1200,0.9
illuma惠氏启赋2段900g罐装 超大婴儿和幼儿配方奶粉适用于6-18月,18922122225,19,8,6101,0.9
英博牛奶粉 婴幼儿牛奶粉二段惠臣900g罐装6~12个月,18824033189,0,0,0,0.9
包邮 荷兰原装进口牛栏1段 Nutrilon诺优能婴儿配方奶粉一段900g,17755842696,802,195,176440,0.9
厂家正品授权 900克金装伊利3段 2013年12月份最新包装步步益货,18855869389,26,5,2535.5,0.9
Karicare可瑞康金装婴幼儿奶粉2段900g听装 原装进口奶粉 正品,18874474613,0,0,0,0.9
澳优美纳多博护100%进口奶源婴儿奶粉1段 0-6个月 800g/罐,18964227849,1,3,298,0.8
中粮我买网 雅培金装喜康力智护2段6-18个月盒装400g 进口奶粉,18939264654,0,0,0,0.4
Hikid聪尔壮 金装安宝素 幼儿奶粉 牛奶粉 3段盒装400g 品牌直发,18976316304,4,2,392,0.4
Karicare 可瑞康金装婴幼儿奶粉二段 2段 原装原罐,19008342711,0,0,0,0
明一a尔法盾1段0-6个月婴儿宝宝新生儿奶粉正品 牛奶粉一段 400g,18437574165,12,2,1080,0.4
惠氏s-26学龄前儿童配方奶粉金装学儿乐1200g三联包4段3-7岁奶粉,18947857060,86,28,15738,1.2
Karicare可瑞康 婴儿奶粉2段 900g 宝宝配方奶粉 适合6-24个月,18965211751,0,0,0,0.9
可诺贝儿5优金钻配方婴幼儿牛奶粉2段800克正品包邮,18719308232,0,0,0,0.8
【清仓甩卖】原装进口Abbott/雅培有机珍品菁智1段900g 听装/罐装,18975661507,25,2,4970,0.9
娃哈哈爱迪生荷兰原装进口幼儿配方奶粉睿智睿力3段盒装400g,18873447818,115,16,10120,0.4
（美国直邮）Enfamil美赞臣 金樽 1段一段奶粉 加量装941g 2盒,18956849563,7,2,4270.89,0.941
【官方授权】特福芬有机奶粉1段 德国进口奶粉婴儿奶粉,18852495727,12,3,3216,0
明一金智婴2段6-18个月婴幼儿牛奶粉二段3袋装1200g*4箱装三联包,18953151612,0,0,0,1.2
2听包邮 Nestle/雀巢奶粉 雀巢能恩2段900g克婴幼儿配方听装奶粉,18902863000,85,23,15980,0.9
美赞臣安儿健A+儿童配方奶粉4段400G四段400克,19002015264,0,0,0,0.4
爱尔兰原装进口奶粉惠氏启赋3三段900g*2罐立减送礼部分包邮特惠,18876671870,7,4,4480,0.9
澳优 美纳多 益智系列 进口奶源婴儿奶粉3段 1-3岁 800gX2罐/听装,18740837674,0,0,0,0.8
包邮荷兰原装进口牛栏3段 Nutrilon诺优能婴幼儿配方奶粉三段800g,17770049548,841,270,168115.9,0.8
娃哈哈爱迪生荷兰原装进口婴儿配方奶粉睿智睿力1段盒装400g,18873471436,50,8,4800,0.4
雅培丹麦原装进口 有机认证奶源 菁智奶粉2段 6-18个月900g罐装,19070865429,11,3,3729,0.9
雅贝氏金装三联装配方奶粉3段1200g 婴幼儿牛奶粉 1-3岁盒装奶粉,18852542189,158,117,18144,1.2
进口雅培亲护奶粉2段 6-18个月 易消化 小分子蛋白,19076410624,20,5,5220,0
中粮我买网 雅培金装喜康宝智护1段奶粉 900g罐装,18940096111,0,0,0,0.9
伊利奶粉 伊利金装奶粉900g一段 新升级 步步益 0-12个月,19083238616,2,0,256,0.9
雅培丹麦原装进口 有机认证奶源 菁智奶粉1段0-12个月 900g罐装,19070297526,10,3,3750,0.9
启赋欧洲原装进口奶粉适合6-18个月2段900g,18873819134,1,0,340,0.9
贝欧莱 Baby’s Only ORGANIC 有机婴儿奶粉2段900g美国原装进口,19085226806,0,0,0,0.9
美赞臣3段奶粉1200g 安儿宝A+幼儿配方奶粉澳洲进口奶源1200g*4盒,18896254855,104,74,74784,1.2
澳优 美纳多 益系列 进口奶源婴儿奶粉2段 6-12个月 800g/罐 听,18963583179,4,1,872,0.8
婴儿奶粉美赞臣3段安儿宝A+ 牛奶粉婴幼儿奶粉三段配方1200g 盒装,19001375269,4996,1150,906574.400000019,1.2
娃哈哈爱迪生荷兰原装进口幼儿配方奶粉睿智睿力3段盒装400g*6,19083449943,221,87,116688,0.4
雅培奶粉 金装小安素 适合1岁以上挑食偏食 900g罐装,19077114431,14,8,2548,0.9
多美滋精确盈养2段6-12个月延续较大婴儿配方奶粉900g罐装 二段,19104161750,2,2,318,0.9
澳优美纳多优能丹麦原装进口婴儿奶粉1段 0-6个月 900g/罐,18966527421,1,6,328,0.9
雅培 金装智护100幼儿喜康力 3段400g买3送1,19014353028,1141,476,267017,0.4
圣元优博剖腹产专用1段900g罐装 进口奶粉源婴幼儿奶粉 官方旗舰,18737071360,658,0,65839,0.9
Hikid/聪尔壮 金装安宝素 配方奶粉 2段盒装400g 品牌直发,15480645618,0,1,0,0.4
贝欧莱 有机奶粉 婴儿奶粉3段900g 美国原装进口宝宝全有机奶粉,19101009537,0,0,0,0.9
14年4月Wyeth/惠氏金装幼儿乐3段奶粉3200g八联包400g*8袋 HS0259,19108248264,4,3,1740,3.2
澳优美纳多优能丹麦原装进口婴儿奶粉2段6-12个月 900g/罐,18966583825,0,0,0,0.9
圣元优博2号900g 出院后早产/低出生体重婴儿适用 14年5月,18886999379,6,1,1320,0.9
旭贝尔幼儿配方奶粉美国原装原罐进口3段400g1-3岁 含LifeDHA,19066335537,6,2,768,0.4
爱必达全护较大婴儿配方奶粉二段900g,18860803119,20,6,5360,0.9
【特惠】美素金装3段幼儿配方奶粉900gx4听 荷兰原装进口美素奶粉,19156803588,6,2,4322,0.9
DutchCow荷兰乳牛原装进口婴幼儿奶粉3段6罐整箱装仿生营养好吸收,18997063205,0,0,0,0
Mead Johnson/美赞臣1段900g罐装 安婴儿A+ 0-6月婴幼儿配方奶粉,19146786012,5,3,1195,0.9
【官方正品】Maeil/每日宫系列 韩国原装进口婴幼儿牛奶粉4段800g,19095227050,173,22,68854,0.8
贝因美 金装爱加+ 婴幼儿配方奶粉3段三段1000g克罐装 进口奶源,19158315505,116,30,35271,1
荷兰原装进口诺优能Nutrilon诺贝能牛栏2段奶粉整箱部分包邮,18896769908,0,0,0,0
Nutrilon诺优能婴儿配方奶粉诺贝能1段 荷兰牛栏 进口奶粉,19081379787,4890,987,1075800,0
MANJOHNSON/美赞臣 安婴宝A+ 450g 二段,17762535846,0,0,0,0.45
贝因美 冠军宝贝 宝宝成长配方奶粉2段1000g罐装 婴儿牛奶粉 正品,19156971050,1158,245,212042,1
纽源Milkmam金装3段OPO奶粉 新西兰进口婴幼儿12-36个月900g*6罐,19157281757,0,0,0,0.9
手机专享价 伊利奶粉伊利珍护奶粉 伊利金领冠珍护奶粉二段800g,19096529656,74,12,19921,0.8
美赞臣奶粉4段400g盒装 安儿健A+3岁以上婴幼儿配方奶粉,19159849570,0,0,0,0.4
明一乳白a尔法较大婴儿奶粉2段 奶粉2段牛奶粉 部分地区免邮,18857205253,0,0,0,0
澳优 美纳多 益智系列进口奶源婴儿奶粉1段 0-6个月 800gX2罐,18740593698,0,0,0,0.8
【六盒包邮】雀巢能恩4段金牌成长奶粉400g克盒装3--6岁儿童奶粉,19114441728,171,14,9576,0.4
美赞臣1段1200g 安婴儿A+婴幼儿配方奶粉一段1200克,19172961965,21,10,5649,1.2
Nestle/雀巢超级能恩1段800g罐装 0-12月婴幼儿配方奶粉 德国进口,19176461586,9,0,2340,0.8
Nutrilon/诺优能(牛栏)较大婴儿配方奶粉诺贝能2段900g 进口奶粉,17758618185,0,0,0,0.9
伊利奶粉 伊利金领冠奶粉 金领冠奶粉一段900g 可积分 日期最新,19096665744,13,3,2124,0.9
飞鹤超级飞帆2段较大婴儿配方奶粉900g 部分地区免邮 好评返现,18893747063,12,5,2904,0.9
Mead Johnson/美赞臣3段1200g 安儿宝A+婴幼儿奶粉三段1200克,19160138992,28,8,5292,1.2
Dumex 多美滋金装优阶贝护延续较大婴儿配方奶粉 2段三联包360g*3,18852898608,0,0,0,0.36
新西兰安全宝宝奶粉 纽源金装三段OPO 新西兰进口1-3岁900g*2罐,19143282417,0,0,0,0.9
贝因美 爱加+ 婴幼儿配方奶粉3段三段750g罐装 进口奶源 官方正品,19191959027,2,1,264,0.75
Hikid聪尔壮 金装安宝素 牛奶粉 婴儿配方奶粉1段 400g盒装,15480573943,2,1,196,0.4
雀巢超级能恩1段奶粉800g装 0-12个月婴儿适用 正品授权德国进口,19102972788,0,0,0,0.8
澳优奶粉二段 金装澳优健优较大婴儿配方奶粉2段800g*2听,19035033644,0,0,0,0.8
Nestle/雀巢能恩3段400g罐装 1-3岁婴幼儿配方奶粉 德国进口,19173354770,16,2,1040,0.4
雀巢超级能恩3段适度水解防过敏800g克奶粉 德国进口 2听包邮,18853294875,171,30,40644,0.8
【特价】新西兰原装进口纽源Milkmam金装1段奶粉 900g*1罐 包邮,19155669919,47,11,3760,0.9
【积分商品】圣元新包装 育婴博士超金装大婴儿配方牛奶粉2段900g,19184435200,8,2,1884.8,0.9
Ausnutria/澳优 海普诺凯1897婴儿配方奶粉1段 100%荷兰原装进口,19092290483,0,0,0,0
惠氏1段 婴儿奶粉400G金装爱儿乐婴儿配方奶粉 盒装0-12个月,19224245317,2,0,183.6,0.4
Dumex/多美滋 优阶贝护 1200g 一段,19178641535,3,2,450,1.2
海王喜安智 金装奶粉2段婴幼儿营养配方2段6-12月 100%原装进口,19056523760,294,76,84672,0
惠氏2段 三联包 1200g 金装健儿乐婴儿奶粉幼儿奶粉盒装400g*3袋,19210238728,0,0,0,1.2
明一a尔法盾2段6-12个月幼儿牛奶粉二段400g*3联包1200g 正品包邮,18437822084,20,10,4515,0.4
明一金智婴较大婴儿奶粉2段 奶粉2段1200g,18856105964,0,0,0,1.2
贝因美金美正装3段奶粉400g袋装幼儿配方奶粉1-3岁 14年4月生产,19243196903,79,7,2257.5,0.4
Ausnutria/澳优正品100%原装进口能力多婴儿配方奶粉一段400gX2罐,18728917856,0,0,0,0.4
Dumex/多美滋优阶贝护1段奶粉900g罐装 0-6月婴幼儿配方奶粉,19163202057,13,2,1742,0.9
贝因美3段500克奶粉1-3岁幼儿成长配方奶粉8包起包邮14年5月生产,19240300159,201,11,9246,0.5
贝因美 金装爱+新生儿配方奶粉1段1000克 2014年6月生产,15489751511,0,0,0,1
雅士利 a金装4段儿童配方奶粉400g盒装 3-7岁 雅士利奶粉四段,19264324315,213,26,11715,0.4
雅士利奶粉 新配方1段700g袋装 婴儿配方奶粉 0-6个月婴儿食用,19193511415,1,1,47.2,0.7
娃哈哈爱迪生荷兰原装进口婴幼儿配方奶粉睿智睿力2段盒装400g*6,19069554665,101,31,55752,0.4
Wyeth惠氏S-26金装爱儿乐婴幼儿配方宝宝营养奶粉1段900g原装进口,19270254551,2,1,398,0.9
Dutchcow荷兰乳牛原装进口婴幼儿奶粉3段900g营养好吸收均衡营,18856375757,3,5,687,0.9
美赞臣安婴宝A+奶粉2段400g盒装 6-12月婴幼儿配方牛奶粉,19144630220,0,0,0,0.4
【天猫超市】德国进口奶粉 雀巢超级能恩2段（6-18个月） 800G,19305008026,2,1,612,0.8
【好评上万】新日期买5送1 澳优能力多婴儿奶粉4段 澳大利亚,19310824764,99,10,35439,0
原装进口 新西兰奶粉 高培臻智 活性奶粉 婴儿奶粉1段 800g罐装,19267490314,0,0,0,0.8
2厅拍下立减 澳优金装优选3段幼优 900g 进口奶粉 澳优奶粉3段,19177337945,104,19,23712,0.9
贝因美金美正装900克1段0-6个月婴儿配方奶粉14年3月生产,19242848288,95,25,8170,0.9
Mead Johnson/美赞臣2段1200g 安婴宝A+婴幼儿配方奶粉二段1200克,18742001774,367,116,86826,1.2
Mead Johnson/美赞臣4段900g罐 安儿健A+ 3岁以上婴儿配方牛奶粉,19171297886,1,1,170,0.9
【爱婴室】雅培1段900g菁智智护100婴儿配方奶粉,16910188382,0,0,0,0.9
【年中抢购】澳优金装A选奶粉3段 澳洲进口奶源 婴儿奶粉4罐一件,19311676714,16,3,3168,0
狂销万件【5折特卖三天】澳优超级能力多婴儿奶粉4段 荷兰奶粉,19310132948,267,32,103281,0
澳优有机奶粉 100%原装进口能力多有机婴儿奶粉3段800g,19018126139,0,0,0,0.8
【美赞臣官方旗舰店】4段1200g盒装 安儿健 奶粉 整箱4盒组合套餐,19337941991,32,19,22528,1.2
明一英慧儿3段幼儿配方奶粉900g听装 适合1-3岁 最新日期,19325128669,6,1,687,0.9
美赞臣 奶粉1段 美赞臣1段 安婴儿A+ 安婴儿 1段 900g/桶 新品,19313683373,2,1,504,0.9
8折优惠】雅士利 能慧3段 奶粉 400g盒装 幼儿配方 整箱部分包邮,19339118365,0,0,0,0.4
【美赞臣官方旗舰店】2段1200g盒装 安婴宝 奶粉 整箱4盒组合套餐,19338265457,14,8,15372,1.2
美赞臣1段 婴儿配方奶粉 安婴儿A+400g奶粉 0-6个月,19089438570,1,0,103,0.4
【美赞臣官方旗舰店】2段900g罐装 安婴宝 奶粉 整箱6罐组合套餐,19338193209,3,2,3960,0.9
【年中抢购】澳优金装A选奶粉2段 澳洲进口奶源 婴儿奶粉,19311620826,2,1,396,0
Karicare可瑞康二段新西兰奶粉原装进口罐装婴幼儿牛奶粉2段单听,19225499681,11,2,2308.9,0
（美国直邮）Enfamil美赞臣2段 1080g,19303502954,4,1,1110.38,1.08
Nactalia爱达力法国原装进口OPO优+配方婴儿奶粉1段 两罐装正品,19340345348,2,1,1432,0
明一金智婴2段牛奶粉6-18月400g*3袋装3联包装1200g,19347865835,19,3,1328,0.4
娃哈哈爱迪生荷兰原装进口婴儿配方奶粉启智启力1段罐装900g*2,19349891507,18,7,7430.4,0.9
明一3段金智婴奶粉1-3周岁400g*3袋装3联包装1200g,19349157241,16,3,332,0.4
Nactalia爱达力法国原装进口OPO优+配方婴幼儿牛奶粉3段 正品包邮,19326462908,6,3,3280,0
可诺贝儿官方正品金+金装配方婴幼儿牛奶粉1段800克0~6个月宝宝,18720536486,0,0,0,0.8
贝因美 冠军宝贝 婴幼儿成长配方奶粉2段908g罐装,19360803079,11,2,2068,0.908
Ausnutria/澳优奶粉官方正品超级能力多婴儿奶粉3段800g,19209370883,0,0,0,0.8
澳优金装A选奶粉1段 澳洲进口奶源 婴儿奶粉 官方正品,19311576805,4,0,792,0
娃哈哈爱迪生荷兰原装进口婴幼儿配方奶粉启智启力2段罐装900g*2,19350059210,18,7,7142.4,0.9
【美赞臣官方旗舰店】1段900g罐装 安婴儿 奶粉 整箱6罐组合套餐,19337885590,8,2,12096,0.9
【天猫超市】Nestle/雀巢能恩1升级配方初生婴儿配方奶粉400g,19337105746,4,2,398.12,1
欧比佳欧健奶粉 荷兰原装原罐进口婴儿奶粉1段罐装800克,19385018028,32,1,11456,0.8
原装进口 新西兰奶粉 高培臻智 活性奶粉 婴儿奶粉2段 800g罐装,19282317668,7,0,2506,0.8
New Baylor纽培乐 婴儿配方奶粉1段 原装原罐进口官方正品4罐装,19385654417,0,0,0,0
14年3月产 Nestle/雀巢能恩3段900g克婴幼儿奶粉听装 900g*2 包邮,19302846637,84,29,26880,0.9
明一天籁慧贝婴幼儿牛奶粉3段 婴儿奶粉3段900g听装,18856941091,0,0,0,0.9
Topfer/特福芬 婴儿配方奶粉1段 600g/盒 0-12个月,19315591232,0,0,0,0.6
雀巢能恩金盾较大婴儿配方奶粉2/二段900g 6-18个月,19316133326,5,0,945,0.9
贝因美 金装爱加+ 婴儿配方奶粉1段一段900g罐装 进口奶源 正品,19361183479,164,64,46576,0.9
贝因美冠军宝贝1段0-6个月405克奶粉初生婴儿配方奶粉,19357020446,25,5,1725,0.405
Nestle雀巢能恩金盾1段900g罐装听装进口奶源宝宝奶粉,19302150909,0,0,0,0.9
Nestle雀巢 超级能恩幼儿配方奶粉800g（3段1-3岁）,19435418714,962,174,229525,0.8
新西兰爱必达全护较大婴儿配方奶粉2段(6-12个月)400克 进口奶粉,18405423130,1,0,137,0.4
雅士利 能慧 1段 奶粉 400g盒装婴儿配方,19352781814,0,0,0,0.4
雅培奶粉 智护100喜康宝1段婴儿配方奶粉1200克,19401441931,35,20,9275,1.2
贝因美 金装爱加+较大婴儿配方奶粉2段二段405g盒装 进口奶源,19421895972,71,19,8695,0.405
伊利1段金领冠1段婴幼儿配方奶粉一段0-12个月听装900g克/罐,19430805106,64,15,10752,0.9
官方直营伊利金领冠4段3-7岁儿童配方奶粉400g*4盒装单笔满折热销,19423546541,171,79,37319.04,0.4
明一智婴baby 1段奶粉婴儿配方奶粉 0-6个月 最新日期,19262616240,14,5,198,0
明一a尔法盾2段婴幼儿牛奶粉400g*3袋装三联包1200g,19464237082,2,0,0,0.4
贝因美 冠军宝贝 6-12个月宝宝婴儿配方奶粉2段405g盒装 官方正品,19404243534,51,14,3642,0.405
伊利4段金领冠4段儿童奶粉900g 四段 3-6岁宝宝奶粉听装900g克/罐,19434461672,14,7,1940.4,0.9
伊利4段金装儿童配方奶粉婴幼儿奶粉4段四段3-6岁听装900g克/,19426130884,3,1,339,0.9
美赞臣 安儿宝3段1200G*2盒三联包幼儿配方奶粉 13年11月进口奶源,19455654846,3,0,1074,1.2
明一金智婴3段幼儿牛奶粉三段400g*3联包1200g,19420534789,52,16,3975,0.4
荷兰牛栏Nutrilon诺优能 幼儿配方奶粉3段1600g 原罐进口 2罐装,19465297972,0,0,0,1.6
倍爱 卓赋婴儿配方奶粉800克听装1段 0-6个月 牛奶粉婴儿牛奶粉,19301459598,0,0,0,0.8
新西兰纽瑞滋金装婴儿配方奶粉（1段）1000G,19317839793,0,0,0,1
新西兰原装进口奶粉3段爱必达全护幼儿配方奶粉 进口奶粉400g,19484263527,0,0,0,0.4
New Baylor纽培乐 较大婴儿配方奶粉2段 原装原罐进口 4罐装,19399573219,0,0,0,0
【天猫超市】丹麦原装进口 雅培菁智幼儿奶粉3段（1-3岁）900g,19461704488,102,26,39780,0.9
伊利4段金领冠4段儿童配方奶粉婴幼儿奶粉四段 3-6岁盒装400g克,19439969999,8,1,464,0.4
明一真棒baby婴儿奶粉1段 婴儿奶粉一段900g听装 最新日期,19420843090,6,4,940,0.9
伊利3段金领冠3段幼儿配方奶粉婴儿奶粉三段1-3岁盒装400g克,19425118101,10,2,610,0.4
完达山1段安力聪1段婴儿配方奶粉听装900g克/罐1段一段 0-6个月,19319339250,18,6,1260,0.9
【4听起包邮】 Nestle雀巢能恩金盾3段900g听装宝宝奶粉进口奶源,19301870470,5,0,840,0.9
恩肯 Adapta/爱达特 婴儿配方奶粉 900g/罐 1段,19417507893,0,0,0,0.9
新西兰进口奶粉2段 爱必达全护较大婴儿配方奶粉 400g,19483939259,0,0,0,0.4
